entry_line_key,voucher_natural_key,posting_date,voucher_type,voucher_number,voucher_entry_mode,party_ledger_name,gst_registration_name,company_state,ledger_name,credit_period,ledger_group_name,primary_group_name,is_party_ledger_line,has_cost_centres_on_ledger,cost_centre_name,narration,destination,currency,amount_absolute,amount_tally_signed,debit_credit_flag,signed_amount_debit_positive,pan,pan_derived_from_gstin,gstin,udyam_registration_number,msme_enterprise_category,msme_activity_type,msme_effective_from,party_entity_type,bill_to_name,bill_to_address,bill_to_state,bill_to_pin,ship_to_name,ship_to_address,ship_to_state,ship_to_pin,delivery_same_as_consignee,dispatch_same_as_consignor,eway_consignor_address,eway_consignee_address,e_way_bill_number,e_way_bill_date,e_invoice_irn,e_invoice_ack_number,e_invoice_ack_date,is_reverse_charge_applicable,is_unregistered_rcm,stock_item_name,stock_group_name,godown_name,batch_name,quantity,rate,inventory_amount,line_index,inventory_line_index,bill_line_index,ledger_opening_balance,tax_type,stock_opening_balance,stock_opening_value,bill_name,bill_date,bill_amount,bill_allocated_amount,bill_type,batch_mfg_date,batch_expiry_period,batch_tracking_number,batch_order_no,party_invoice_no,party_invoice_date,original_voucher_number,original_voucher_date,agreement_order_no,goods_vehicle_number,reference
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b2d2:00000010|1|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b2d2:00000010,2025-05-02,Purchase,12,As Voucher,Vendor 2,Gujarat Registration,Gujarat,Purchases,,Purchase Accounts,Purchase Accounts,No,Yes,,,,?,4450.00,-4450.00,Dr,4450.00,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,Mouse,Computer and Accessories,Main Location,Primary Batch,25 Nos,178.00/Nos,-4450.00,1,0,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b2d2:00000010|2|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b2d2:00000010,2025-05-02,Purchase,12,As Voucher,Vendor 2,Gujarat Registration,Gujarat,IGST,,Current Liabilities,Current Liabilities,No,No,,,,?,801.00,-801.00,Dr,801.00,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,2,-1,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b2d2:00000018|0|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b2d2:00000018,2025-05-02,Receipt,10,As Voucher,Cash,Gujarat Registration,Gujarat,Cash,,Cash-in-Hand,Current Assets,Yes,No,,,,?,6232.00,-6232.00,Dr,6232.00,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,0,-1,0,-578800.00,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b2d2:00000018|1|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b2d2:00000018,2025-05-02,Receipt,10,As Voucher,Cash,Gujarat Registration,Gujarat,Customer2,,Sundry Debtors,Current Assets,Yes,No,,,,?,6232.00,6232.00,Cr,-6232.00,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,1,-1,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b2d2:00000020|0|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b2d2:00000020,2025-05-02,Receipt,13,As Voucher,Cash,Gujarat Registration,Gujarat,Cash,,Cash-in-Hand,Current Assets,Yes,No,,,,?,623.00,-623.00,Dr,623.00,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,0,-1,0,-578800.00,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b2d2:00000020|1|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b2d2:00000020,2025-05-02,Receipt,13,As Voucher,Cash,Gujarat Registration,Gujarat,Customer2,,Sundry Debtors,Current Assets,Yes,No,,,,?,623.00,623.00,Cr,-623.00,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,1,-1,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b2d2:00000028|0|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b2d2:00000028,2025-05-02,Receipt,34,As Voucher,Cash,Gujarat Registration,Gujarat,Cash,,Cash-in-Hand,Current Assets,Yes,No,,,,?,822.00,-822.00,Dr,822.00,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,0,-1,0,-578800.00,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b2d2:00000028|1|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b2d2:00000028,2025-05-02,Receipt,34,As Voucher,Cash,Gujarat Registration,Gujarat,Customer1,,Sundry Debtors,Current Assets,Yes,No,,,,?,822.00,822.00,Cr,-822.00,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,1,-1,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b2ef:00000008|0|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b2ef:00000008,2025-05-31,Sales,34,As Voucher,Customer1,Gujarat Registration,Gujarat,Customer1,,Sundry Debtors,Current Assets,Yes,No,,,,?,9157.98,-9157.98,Dr,9157.98,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,0,-1,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b2ef:00000008|1|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b2ef:00000008,2025-05-31,Sales,34,As Voucher,Customer1,Gujarat Registration,Gujarat,Sales,,Sales Accounts,Sales Accounts,No,Yes,,,,?,7761.00,7761.00,Cr,-7761.00,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,Mouse,Computer and Accessories,Main Location,Primary Batch,-3 Nos,2587.00/Nos,7761.00,1,0,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b2ef:00000008|2|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b2ef:00000008,2025-05-31,Sales,34,As Voucher,Customer1,Gujarat Registration,Gujarat,IGST,,Current Liabilities,Current Liabilities,No,No,,,,?,1396.98,1396.98,Cr,-1396.98,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,2,-1,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b2ef:00000010|0|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b2ef:00000010,2025-05-31,Sales,35,As Voucher,Customer1,Gujarat Registration,Gujarat,Customer1,,Sundry Debtors,Current Assets,Yes,No,,,,?,2187.72,-2187.72,Dr,2187.72,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,0,-1,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b2ef:00000010|1|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b2ef:00000010,2025-05-31,Sales,35,As Voucher,Customer1,Gujarat Registration,Gujarat,Sales,,Sales Accounts,Sales Accounts,No,Yes,,,,?,1854.00,1854.00,Cr,-1854.00,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,Keyboard,Computer and Accessories,Main Location,Primary Batch,-2 Nos,927.00/Nos,1854.00,1,0,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b2ef:00000010|2|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b2ef:00000010,2025-05-31,Sales,35,As Voucher,Customer1,Gujarat Registration,Gujarat,CGST,,Current Liabilities,Current Liabilities,No,No,,,,?,333.72,333.72,Cr,-333.72,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,2,-1,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b2ef:00000018|0|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b2ef:00000018,2025-05-31,Purchase,25,As Voucher,Vendor 2,Gujarat Registration,Gujarat,Vendor 2,,Sundry Creditors,Current Liabilities,Yes,No,,,,?,5823.30,5823.30,Cr,-5823.30,,,24,,,,,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,0,-1,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b2ef:00000018|1|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b2ef:00000018,2025-05-31,Purchase,25,As Voucher,Vendor 2,Gujarat Registration,Gujarat,Purchases,,Purchase Accounts,Purchase Accounts,No,Yes,,,,?,4935.00,-4935.00,Dr,4935.00,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,Keyboard,Computer and Accessories,Main Location,Primary Batch,35 Nos,141.00/Nos,-4935.00,1,0,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b2ef:00000018|2|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b2ef:00000018,2025-05-31,Purchase,25,As Voucher,Vendor 2,Gujarat Registration,Gujarat,IGST,,Current Liabilities,Current Liabilities,No,No,,,,?,888.30,-888.30,Dr,888.30,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,2,-1,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b2ef:00000020|0|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b2ef:00000020,2025-05-31,Receipt,1,As Voucher,Cash,Gujarat Registration,Gujarat,Cash,,Cash-in-Hand,Current Assets,Yes,No,,,,?,7104.00,-7104.00,Dr,7104.00,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,0,-1,0,-578800.00,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b2ef:00000020|1|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b2ef:00000020,2025-05-31,Receipt,1,As Voucher,Cash,Gujarat Registration,Gujarat,Customer2,,Sundry Debtors,Current Assets,Yes,No,,,,?,7104.00,7104.00,Cr,-7104.00,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,1,-1,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b2ef:00000028|0|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b2ef:00000028,2025-05-31,Receipt,39,As Voucher,Cash,Gujarat Registration,Gujarat,Cash,,Cash-in-Hand,Current Assets,Yes,No,,,,?,7618.00,-7618.00,Dr,7618.00,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,0,-1,0,-578800.00,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b2ef:00000028|1|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b2ef:00000028,2025-05-31,Receipt,39,As Voucher,Cash,Gujarat Registration,Gujarat,Customer1,,Sundry Debtors,Current Assets,Yes,No,,,,?,7618.00,7618.00,Cr,-7618.00,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,1,-1,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b2ef:00000030|0|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b2ef:00000030,2025-05-31,Payment,16,As Voucher,Vendor,Gujarat Registration,Gujarat,Vendor,,Sundry Creditors,Current Liabilities,Yes,No,,,,?,2491.00,-2491.00,Dr,2491.00,,,,,Micro,Unknown,20250401,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,0,-1,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b2ef:00000030|1|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b2ef:00000030,2025-05-31,Payment,16,As Voucher,Vendor,Gujarat Registration,Gujarat,Cash,,Cash-in-Hand,Current Assets,Yes,No,,,,?,2491.00,2491.00,Cr,-2491.00,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,1,-1,0,-578800.00,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b2f0:00000008|0|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b2f0:00000008,2025-06-01,Purchase,10,As Voucher,Vendor 2,Gujarat Registration,Gujarat,Vendor 2,,Sundry Creditors,Current Liabilities,Yes,No,,,,?,26998.40,26998.40,Cr,-26998.40,,,24,,,,,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,0,-1,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b2f0:00000008|1|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b2f0:00000008,2025-06-01,Purchase,10,As Voucher,Vendor 2,Gujarat Registration,Gujarat,Purchases,,Purchase Accounts,Purchase Accounts,No,Yes,,,,?,22880.00,-22880.00,Dr,22880.00,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,Mouse,Computer and Accessories,Main Location,Primary Batch,44 Nos,520.00/Nos,-22880.00,1,0,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b2f0:00000008|2|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b2f0:00000008,2025-06-01,Purchase,10,As Voucher,Vendor 2,Gujarat Registration,Gujarat,SGST,,Current Liabilities,Current Liabilities,No,No,,,,?,4118.40,-4118.40,Dr,4118.40,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,2,-1,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b2f0:00000010|0|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b2f0:00000010,2025-06-01,Purchase,19,As Voucher,Vendor,Gujarat Registration,Gujarat,Vendor,,Sundry Creditors,Current Liabilities,Yes,No,,,,?,70356.32,70356.32,Cr,-70356.32,,,,,Micro,Unknown,20250401,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,0,-1,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b2f0:00000010|1|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b2f0:00000010,2025-06-01,Purchase,19,As Voucher,Vendor,Gujarat Registration,Gujarat,Purchases,,Purchase Accounts,Purchase Accounts,No,Yes,,,,?,59624.00,-59624.00,Dr,59624.00,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,Keyboard,Computer and Accessories,Main Location,Primary Batch,29 Nos,2056.00/Nos,-59624.00,1,0,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b2f0:00000010|2|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b2f0:00000010,2025-06-01,Purchase,19,As Voucher,Vendor,Gujarat Registration,Gujarat,CGST,,Current Liabilities,Current Liabilities,No,No,,,,?,10732.32,-10732.32,Dr,10732.32,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,2,-1,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b2f0:00000018|0|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b2f0:00000018,2025-06-01,Purchase,23,As Voucher,Vendor 2,Gujarat Registration,Gujarat,Vendor 2,,Sundry Creditors,Current Liabilities,Yes,No,,,,?,131103.90,131103.90,Cr,-131103.90,,,24,,,,,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,0,-1,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b2f0:00000018|1|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b2f0:00000018,2025-06-01,Purchase,23,As Voucher,Vendor 2,Gujarat Registration,Gujarat,Purchases,,Purchase Accounts,Purchase Accounts,No,Yes,,,,?,111105.00,-111105.00,Dr,111105.00,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,Mouse,Computer and Accessories,Main Location,Primary Batch,45 Nos,2469.00/Nos,-111105.00,1,0,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b2f0:00000018|2|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b2f0:00000018,2025-06-01,Purchase,23,As Voucher,Vendor 2,Gujarat Registration,Gujarat,CGST,,Current Liabilities,Current Liabilities,No,No,,,,?,19998.90,-19998.90,Dr,19998.90,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,2,-1,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b2f0:00000020|0|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b2f0:00000020,2025-06-01,Payment,18,As Voucher,Vendor,Gujarat Registration,Gujarat,Vendor,,Sundry Creditors,Current Liabilities,Yes,No,,,,?,9751.00,-9751.00,Dr,9751.00,,,,,Micro,Unknown,20250401,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,0,-1,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b2f0:00000020|1|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b2f0:00000020,2025-06-01,Payment,18,As Voucher,Vendor,Gujarat Registration,Gujarat,Cash,,Cash-in-Hand,Current Assets,Yes,No,,,,?,9751.00,9751.00,Cr,-9751.00,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,1,-1,0,-578800.00,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b2f1:00000008|0|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b2f1:00000008,2025-06-02,Sales,19,As Voucher,Customer2,Gujarat Registration,Gujarat,Customer2,,Sundry Debtors,Current Assets,Yes,No,,,,?,9244.12,-9244.12,Dr,9244.12,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,0,-1,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b2f1:00000008|1|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b2f1:00000008,2025-06-02,Sales,19,As Voucher,Customer2,Gujarat Registration,Gujarat,Sales,,Sales Accounts,Sales Accounts,No,Yes,,,,?,7834.00,7834.00,Cr,-7834.00,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,Mouse,Computer and Accessories,Main Location,Primary Batch,-2 Nos,3917.00/Nos,7834.00,1,0,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b2f1:00000008|2|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b2f1:00000008,2025-06-02,Sales,19,As Voucher,Customer2,Gujarat Registration,Gujarat,SGST,,Current Liabilities,Current Liabilities,No,No,,,,?,1410.12,1410.12,Cr,-1410.12,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,2,-1,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b2f1:00000010|0|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b2f1:00000010,2025-06-02,Purchase,29,As Voucher,Vendor 2,Gujarat Registration,Gujarat,Vendor 2,,Sundry Creditors,Current Liabilities,Yes,No,,,,?,107552.28,107552.28,Cr,-107552.28,,,24,,,,,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,0,-1,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b2f1:00000010|1|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b2f1:00000010,2025-06-02,Purchase,29,As Voucher,Vendor 2,Gujarat Registration,Gujarat,Purchases,,Purchase Accounts,Purchase Accounts,No,Yes,,,,?,91146.00,-91146.00,Dr,91146.00,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,Mouse,Computer and Accessories,Main Location,Primary Batch,33 Nos,2762.00/Nos,-91146.00,1,0,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b2f1:00000010|2|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b2f1:00000010,2025-06-02,Purchase,29,As Voucher,Vendor 2,Gujarat Registration,Gujarat,CGST,,Current Liabilities,Current Liabilities,No,No,,,,?,16406.28,-16406.28,Dr,16406.28,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,2,-1,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b2f1:00000018|0|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b2f1:00000018,2025-06-02,Receipt,3,As Voucher,Cash,Gujarat Registration,Gujarat,Cash,,Cash-in-Hand,Current Assets,Yes,No,,,,?,2569.00,-2569.00,Dr,2569.00,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,0,-1,0,-578800.00,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b2f1:00000018|1|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b2f1:00000018,2025-06-02,Receipt,3,As Voucher,Cash,Gujarat Registration,Gujarat,Customer1,,Sundry Debtors,Current Assets,Yes,No,,,,?,2569.00,2569.00,Cr,-2569.00,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,1,-1,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b2f1:00000020|0|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b2f1:00000020,2025-06-02,Receipt,9,As Voucher,Cash,Gujarat Registration,Gujarat,Cash,,Cash-in-Hand,Current Assets,Yes,No,,,,?,3175.00,-3175.00,Dr,3175.00,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,0,-1,0,-578800.00,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b2f1:00000020|1|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b2f1:00000020,2025-06-02,Receipt,9,As Voucher,Cash,Gujarat Registration,Gujarat,Customer2,,Sundry Debtors,Current Assets,Yes,No,,,,?,3175.00,3175.00,Cr,-3175.00,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,1,-1,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b2f1:00000028|0|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b2f1:00000028,2025-06-02,Receipt,16,As Voucher,Cash,Gujarat Registration,Gujarat,Cash,,Cash-in-Hand,Current Assets,Yes,No,,,,?,6692.00,-6692.00,Dr,6692.00,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,0,-1,0,-578800.00,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b2f1:00000028|1|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b2f1:00000028,2025-06-02,Receipt,16,As Voucher,Cash,Gujarat Registration,Gujarat,Customer2,,Sundry Debtors,Current Assets,Yes,No,,,,?,6692.00,6692.00,Cr,-6692.00,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,1,-1,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b2f1:00000030|0|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b2f1:00000030,2025-06-02,Payment,3,As Voucher,Vendor 2,Gujarat Registration,Gujarat,Vendor 2,,Sundry Creditors,Current Liabilities,Yes,No,,,,?,9138.00,-9138.00,Dr,9138.00,,,24,,,,,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,0,-1,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b2f1:00000030|1|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b2f1:00000030,2025-06-02,Payment,3,As Voucher,Vendor 2,Gujarat Registration,Gujarat,Cash,,Cash-in-Hand,Current Assets,Yes,No,,,,?,9138.00,9138.00,Cr,-9138.00,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,1,-1,0,-578800.00,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b2f1:00000038|0|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b2f1:00000038,2025-06-02,Payment,28,As Voucher,Vendor 2,Gujarat Registration,Gujarat,Vendor 2,,Sundry Creditors,Current Liabilities,Yes,No,,,,?,1156.00,-1156.00,Dr,1156.00,,,24,,,,,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,0,-1,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b2f1:00000038|1|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b2f1:00000038,2025-06-02,Payment,28,As Voucher,Vendor 2,Gujarat Registration,Gujarat,Cash,,Cash-in-Hand,Current Assets,Yes,No,,,,?,1156.00,1156.00,Cr,-1156.00,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,1,-1,0,-578800.00,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b2f1:00000040|0|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b2f1:00000040,2025-06-02,Payment,30,As Voucher,Vendor 2,Gujarat Registration,Gujarat,Vendor 2,,Sundry Creditors,Current Liabilities,Yes,No,,,,?,7250.00,-7250.00,Dr,7250.00,,,24,,,,,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,0,-1,0,,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b2f1:00000040|1|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b2f1:00000040,2025-06-02,Payment,30,As Voucher,Vendor 2,Gujarat Registration,Gujarat,Cash,,Cash-in-Hand,Current Assets,Yes,No,,,,?,7250.00,7250.00,Cr,-7250.00,,,,,,,,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,1,-1,0,-578800.00,Others,,,,,,,,,,,,,,,,,,
102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b30e:00000008|0|0,102cbfb6-adcd-4ff1-94c1-882d1232cd68-0000b30e:00000008,2025-07-01,Purchase,34,As Voucher,Vendor,Gujarat Registration,Gujarat,Vendor,,Sundry Creditors,Current Liabilities,Yes,No,,,,?,93339.18,93339.18,Cr,-93339.18,,,,,Micro,Unknown,20250401,,,,,,,,,,No,No,,,,,,,,No,No,,,,,,,,0,-1,0,,Others,,,,,,,,,,,,,,,,,,
